sku,month,unit_cost,std_daily,D_month,mean_daily,D_annual_equiv,EOQ,Recommended_Order,Safety_Stock,Reorder_Point,Cycle_Time_days,Annual_Order_Cost,Annual_Holding_Cost,Annual_Purchase_Cost,Total_Annual_Cost
SKU-16114,1,1589209.0,0.0,0.0,0.0,0.0,1,1,0,1,13482.7,5414.0,5414.0,1466.0,12294.0
SKU-16115,1,1589209.0,0.0,0.0,0.0,0.0,1,1,0,1,13482.7,5414.0,5414.0,1466.0,12294.0
SKU-16116,1,1506798.0,0.0,0.0,0.0,0.0,1,1,0,1,13846.5,5272.0,5272.0,1390.0,11934.0
SKU-16117,1,2177351.0,0.0,0.0,0.0,0.0,1,1,0,1,11518.7,6338.0,6338.0,2008.0,14683.0
SKU-16118,1,2177351.0,0.0,0.0,0.0,0.0,1,1,0,1,11518.7,6338.0,6338.0,2008.0,14683.0
SKU-16119,1,2177351.0,0.0,0.0,0.0,0.0,1,1,0,1,11518.7,6338.0,6338.0,2008.0,14683.0
SKU-16120,1,2177351.0,0.0,0.0,0.0,0.0,1,1,0,1,11518.7,6338.0,6338.0,2008.0,14683.0
SKU-16121,1,1589209.0,0.0,0.0,0.0,0.0,1,1,0,1,13482.7,5414.0,5414.0,1466.0,12294.0
SKU-16122,1,1558666.0,0.0,0.0,0.0,0.0,1,1,0,1,13614.1,5362.0,5362.0,1438.0,12162.0
SKU-16123,1,1558666.0,0.0,0.0,0.0,0.0,1,1,0,1,13614.1,5362.0,5362.0,1438.0,12162.0
SKU-16124,1,2560460.0,0.0,0.0,0.0,0.0,1,1,0,1,10622.0,6873.0,6873.0,2362.0,16107.0
SKU-16125,1,2560460.0,0.7071067811865476,0.0,0.0,0.0,1,4,4,4,10622.0,6873.0,6873.0,2362.0,16107.0
SKU-16126,1,2296909.5,5.656854249492381,0.0,0.0,0.0,1,25,25,25,11214.9,6509.0,6509.0,2118.0,15137.0
SKU-16127,1,2278084.5,4.949747468305833,0.0,0.0,0.0,1,22,22,22,11261.1,6482.0,6482.0,2101.0,15066.0
SKU-16128,1,1240997.5,0.0,0.0,0.0,0.0,1,1,0,1,15257.4,4785.0,4785.0,1145.0,10714.0
SKU-16129,1,395665.5,0.0,0.0,0.0,0.0,1,1,0,1,27021.1,2702.0,2702.0,365.0,5768.0
SKU-16130,1,395665.5,0.0,0.0,0.0,0.0,1,1,0,1,27021.1,2702.0,2702.0,365.0,5768.0
SKU-16131,1,1731473.5,0.0,0.0,0.0,0.0,1,1,0,1,12916.9,5652.0,5652.0,1597.0,12900.0
SKU-16132,1,1733064.0,0.0,0.0,0.0,0.0,1,1,0,1,12911.0,5654.0,5654.0,1598.0,12907.0
SKU-16133,1,1732326.0,1.7320508075688772,0.0,0.0,0.0,1,8,8,8,12913.7,5653.0,5653.0,1598.0,12904.0
SKU-16134,1,1733063.415,0.7071067811865476,0.0,0.0,0.0,1,4,4,4,12911.0,5654.0,5654.0,1598.0,12907.0
SKU-16135,1,1250490.0,0.0,0.0,0.0,0.0,1,1,0,1,15199.4,4803.0,4803.0,1153.0,10759.0
SKU-16136,1,392519.5,0.0,0.0,0.0,0.0,1,1,0,1,27129.2,2691.0,2691.0,362.0,5744.0
SKU-16137,1,392519.5,0.0,0.0,0.0,0.0,1,1,0,1,27129.2,2691.0,2691.0,362.0,5744.0
SKU-16138,1,1687284.4649999999,2.8722813232690148,0.0,0.0,0.0,1,13,13,13,13085.0,5579.0,5579.0,1556.0,12714.0
SKU-16139,1,1675391.5,0.0,0.0,0.0,0.0,1,1,0,1,13131.3,5559.0,5559.0,1545.0,12664.0
SKU-16140,1,1690777.83,0.0,0.0,0.0,0.0,1,1,0,1,13071.4,5585.0,5585.0,1559.0,12729.0
SKU-16141,1,1719386.0,0.0,0.0,0.0,0.0,1,1,0,1,12962.2,5632.0,5632.0,1586.0,12849.0
SKU-16142,1,1611735.0,0.0,0.0,0.0,0.0,1,1,0,1,13388.1,5453.0,5453.0,1487.0,12392.0
SKU-16143,1,2027253.67,0.5773502691896257,0.0,0.0,0.0,1,3,3,3,11937.5,6115.0,6115.0,1870.0,14100.0
SKU-16144,1,2028451.33,0.0,0.0,0.0,0.0,1,1,0,1,11934.0,6117.0,6117.0,1871.0,14105.0
SKU-16145,1,2027552.415,1.0,0.0,0.0,0.0,1,5,5,5,11936.6,6116.0,6116.0,1870.0,14101.0
SKU-16146,1,1286567.0,0.0,0.0,0.0,0.0,1,1,0,1,14984.8,4872.0,4872.0,1187.0,10930.0
SKU-16147,1,1729885.0,0.0,0.0,0.0,0.0,1,1,0,1,12922.8,5649.0,5649.0,1596.0,12893.0
SKU-16148,1,1729885.0,0.0,0.0,0.0,0.0,1,1,0,1,12922.8,5649.0,5649.0,1596.0,12893.0
SKU-16149,1,1729885.0,0.0,0.0,0.0,0.0,1,1,0,1,12922.8,5649.0,5649.0,1596.0,12893.0
SKU-16150,1,1729884.5,0.7071067811865476,0.0,0.0,0.0,1,4,4,4,12922.9,5649.0,5649.0,1596.0,12893.0
SKU-16151,1,1766646.0,0.0,0.0,0.0,0.0,1,1,0,1,12787.7,5709.0,5709.0,1629.0,13047.0
SKU-16152,1,1766616.0,0.0,0.0,0.0,0.0,1,1,0,1,12787.8,5709.0,5709.0,1629.0,13047.0
SKU-16153,1,2053354.0,0.0,0.0,0.0,0.0,1,1,0,1,11861.4,6154.0,6154.0,1894.0,14203.0
SKU-16154,1,2070465.25,0.0,0.0,0.0,0.0,1,1,0,1,11812.3,6180.0,6180.0,1910.0,14270.0
SKU-16155,1,1836790.0,0.7071067811865476,0.0,0.0,0.0,1,4,4,4,12541.1,5821.0,5821.0,1694.0,13336.0
SKU-16156,1,793083.0,0.0,0.0,0.0,0.0,1,1,0,1,19085.7,3825.0,3825.0,731.0,8381.0
SKU-16157,1,520289.125,1.5275252316519468,0.0,0.0,0.0,1,7,7,7,23563.8,3098.0,3098.0,480.0,6676.0
SKU-16158,1,520289.125,1.5275252316519468,0.0,0.0,0.0,1,7,7,7,23563.8,3098.0,3098.0,480.0,6676.0
SKU-16159,1,791064.6,0.0,0.0,0.0,0.0,1,1,0,1,19110.0,3820.0,3820.0,730.0,8370.0
SKU-16160,1,1221853.6,2.8284271247461903,0.0,0.0,0.0,1,13,13,13,15376.5,4748.0,4748.0,1127.0,10622.0
SKU-16161,1,1968046.0,0.0,0.0,0.0,0.0,1,1,0,1,12115.7,6025.0,6025.0,1815.0,13866.0
SKU-16162,1,3145742.0,0.0,0.0,0.0,0.0,1,1,0,1,9583.1,7618.0,7618.0,2901.0,18137.0
SKU-16163,1,3145742.0,0.0,0.0,0.0,0.0,1,1,0,1,9583.1,7618.0,7618.0,2901.0,18137.0
SKU-16164,1,3145742.0,0.0,0.0,0.0,0.0,1,1,0,1,9583.1,7618.0,7618.0,2901.0,18137.0
SKU-16165,1,2359306.5,0.0,0.0,0.0,0.0,1,1,0,1,11065.6,6597.0,6597.0,2176.0,15370.0
SKU-16166,1,1259467.5,0.0,0.0,0.0,0.0,1,1,0,1,15145.1,4820.0,4820.0,1162.0,10802.0
SKU-16167,1,1783025.5,0.0,0.0,0.0,0.0,1,1,0,1,12728.8,5735.0,5735.0,1645.0,13115.0
SKU-16168,1,1783025.5,0.0,0.0,0.0,0.0,1,1,0,1,12728.8,5735.0,5735.0,1645.0,13115.0
SKU-16169,1,1783025.5,0.0,0.0,0.0,0.0,1,1,0,1,12728.8,5735.0,5735.0,1645.0,13115.0
SKU-16170,1,1102119.5,0.0,0.0,0.0,0.0,1,1,0,1,16190.2,4509.0,4509.0,1017.0,10034.0
SKU-16171,1,1197847.67,0.0,0.0,0.0,0.0,1,1,0,1,15529.8,4701.0,4701.0,1105.0,10506.0
SKU-16172,1,1626917.0,0.0,0.0,0.0,0.0,1,1,0,1,13325.5,5478.0,5478.0,1501.0,12457.0
SKU-16173,1,1626917.0,0.0,0.0,0.0,0.0,1,1,0,1,13325.5,5478.0,5478.0,1501.0,12457.0
SKU-16174,1,1626917.0,0.0,0.0,0.0,0.0,1,1,0,1,13325.5,5478.0,5478.0,1501.0,12457.0
SKU-16175,1,1626917.0,0.0,0.0,0.0,0.0,1,1,0,1,13325.5,5478.0,5478.0,1501.0,12457.0
SKU-16176,1,1075800.0,0.0,0.0,0.0,0.0,1,1,0,1,16387.1,4455.0,4455.0,992.0,9902.0
SKU-16177,1,1000000.0,0.0,0.0,0.0,0.0,1,1,0,1,16996.8,4295.0,4295.0,922.0,9512.0
SKU-16178,1,1686758.67,0.0,0.0,0.0,0.0,1,1,0,1,13087.0,5578.0,5578.0,1556.0,12712.0
SKU-16179,1,1629351.5,0.0,0.0,0.0,0.0,1,1,0,1,13315.6,5482.0,5482.0,1503.0,12467.0
SKU-16180,1,1629351.5,0.0,0.0,0.0,0.0,1,1,0,1,13315.6,5482.0,5482.0,1503.0,12467.0
SKU-16181,1,1629351.5,0.0,0.0,0.0,0.0,1,1,0,1,13315.6,5482.0,5482.0,1503.0,12467.0
SKU-16182,1,1665802.5,0.0,0.0,0.0,0.0,1,1,0,1,13169.1,5543.0,5543.0,1536.0,12623.0
SKU-16183,1,1665802.5,0.0,0.0,0.0,0.0,1,1,0,1,13169.1,5543.0,5543.0,1536.0,12623.0
SKU-16184,1,1679328.0,0.0,0.0,0.0,0.0,1,1,0,1,13115.9,5566.0,5566.0,1549.0,12680.0
SKU-16185,1,1679328.0,0.0,0.0,0.0,0.0,1,1,0,1,13115.9,5566.0,5566.0,1549.0,12680.0
SKU-16186,1,1276544.0,0.0,0.0,0.0,0.0,1,1,0,1,15043.5,4853.0,4853.0,1177.0,10883.0
SKU-16187,1,1548185.5,0.0,0.0,0.0,0.0,1,1,0,1,13660.1,5344.0,5344.0,1428.0,12116.0
SKU-16188,1,2099188.5,0.0,0.0,0.0,0.0,1,1,0,1,11731.2,6223.0,6223.0,1936.0,14382.0
SKU-16189,1,2099188.5,0.0,0.0,0.0,0.0,1,1,0,1,11731.2,6223.0,6223.0,1936.0,14382.0
SKU-16190,1,2099188.5,0.0,0.0,0.0,0.0,1,1,0,1,11731.2,6223.0,6223.0,1936.0,14382.0
SKU-16191,1,2099188.5,0.0,0.0,0.0,0.0,1,1,0,1,11731.2,6223.0,6223.0,1936.0,14382.0
SKU-16192,1,1863797.0699999998,0.0,0.0,0.0,0.0,1,1,0,1,12449.9,5863.0,5863.0,1719.0,13446.0
SKU-16193,1,1868452.78,2.8284271247461903,0.0,0.0,0.0,1,13,13,13,12434.4,5871.0,5871.0,1723.0,13465.0
SKU-16194,1,1176364.33,0.0,0.0,0.0,0.0,1,1,0,1,15671.0,4658.0,4658.0,1085.0,10402.0
SKU-16195,1,1843075.95,5.656854249492381,0.0,0.0,0.0,1,25,25,25,12519.7,5831.0,5831.0,1700.0,13361.0
SKU-16196,1,418953.44,0.8761790254106063,0.0,0.0,0.0,1,4,4,4,26259.4,2780.0,2780.0,386.0,5946.0
SKU-16197,1,1765774.75,0.0,0.0,0.0,0.0,1,1,0,1,7112.4,10264.0,10264.0,5267.0,25795.0
SKU-16198,1,300000.0,0.5113099925649136,0.0,0.0,0.0,1,3,3,3,31031.7,2352.0,2352.0,277.0,4982.0
SKU-16199,1,320000.0,0.0,0.0,0.0,0.0,1,1,0,1,30046.4,2430.0,2430.0,295.0,5154.0
SKU-16200,1,235341.7,1.8744630205061417,0.0,0.0,0.0,1,9,9,9,35036.2,2084.0,2084.0,217.0,4384.0
SKU-16201,1,250000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-16203,1,473190.4,1.0546302185881002,0.0,0.0,0.0,1,5,5,5,24708.6,2954.0,2954.0,436.0,6345.0
SKU-16204,1,499000.0,0.5773502691896257,0.0,0.0,0.1,1,3,3,3,3217.0,22692.0,22692.0,25747.0,71132.0
SKU-16205,1,99000.0,0.0,0.0,0.0,0.0,1,1,0,1,54019.3,1351.0,1351.0,91.0,2794.0
SKU-16206,1,107000.0,0.8870412083230169,0.0,0.0,0.0,1,4,4,4,51960.7,1405.0,1405.0,99.0,2909.0
SKU-16207,1,115000.0,0.0,0.0,0.0,0.0,1,1,0,1,21361.0,3417.0,3417.0,584.0,7419.0
SKU-16208,1,554000.0,0.511766315719159,0.0,0.0,0.0,1,3,3,3,22835.6,3197.0,3197.0,511.0,6904.0
SKU-16209,1,281959.0,0.0,0.0,0.0,0.0,1,1,0,1,32009.1,2281.0,2281.0,260.0,4821.0
SKU-16210,1,112000.0,0.0,0.0,0.0,0.0,1,1,0,1,50787.6,1437.0,1437.0,103.0,2978.0
SKU-16211,1,108000.0,0.4879500364742666,0.0,0.0,0.0,1,3,3,3,51719.6,1411.0,1411.0,100.0,2923.0
SKU-16212,1,486666.67,0.5,0.0,0.0,0.0,1,3,3,3,24364.1,2996.0,2996.0,449.0,6441.0
SKU-16213,1,550000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-16214,1,245000.0,0.5773502691896257,0.0,0.0,0.0,1,3,3,3,34338.7,2126.0,2126.0,226.0,4478.0
SKU-16215,1,257306.0,0.5773502691896257,0.0,0.0,0.0,1,3,3,3,33507.5,2179.0,2179.0,237.0,4595.0
SKU-16216,1,236874.0,1.4245742398014511,0.0,0.0,0.0,1,7,7,7,34922.7,2090.0,2090.0,218.0,4399.0
SKU-16217,1,245000.0,0.7071067811865476,0.0,0.0,0.0,1,4,4,4,34338.7,2126.0,2126.0,226.0,4478.0
SKU-16218,1,291607.495,1.8578545090031608,0.0,0.0,0.0,1,9,9,9,31475.1,2319.0,2319.0,269.0,4908.0
SKU-16219,1,371111.11,0.9292427365828928,0.0,0.0,0.0,1,5,5,5,27900.7,2616.0,2616.0,342.0,5575.0
SKU-16220,1,375000.0,1.1690451944500122,0.0,0.0,0.3,2,6,6,6,1438.9,50733.0,50733.0,128691.0,230156.0
SKU-16221,1,302000.0,0.5,0.0,0.0,0.0,1,3,3,3,30928.8,2360.0,2360.0,279.0,4999.0
SKU-16222,1,300000.0,1.457063563324218,0.0,0.0,0.0,1,7,7,7,31031.7,2352.0,2352.0,277.0,4982.0
SKU-16223,1,300000.0,2.654793387050662,0.0,0.0,0.0,1,12,12,12,31031.7,2352.0,2352.0,277.0,4982.0
SKU-16224,1,300000.0,1.7320508075688772,0.0,0.0,0.0,1,8,8,8,31031.7,2352.0,2352.0,277.0,4982.0
SKU-16225,1,380000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-16226,1,600000.0,0.5982430416161189,0.0,0.0,0.0,1,3,3,3,21942.8,3327.0,3327.0,553.0,7207.0
SKU-16227,1,600000.0,0.5773502691896257,0.0,0.0,0.0,1,3,3,3,4158.0,17557.0,17557.0,15412.0,50525.0
SKU-16228,1,612368.38,0.5417077564954129,0.0,0.0,0.0,1,3,3,3,21720.0,3361.0,3361.0,565.0,7287.0
SKU-16229,1,580000.0,1.7320508075688772,0.0,0.0,0.0,1,8,8,8,9381.1,7782.0,7782.0,3028.0,18591.0
SKU-16230,1,661000.0,0.0,0.0,0.0,0.0,1,1,0,1,3920.0,18623.0,18623.0,17340.0,54585.0
SKU-16231,1,554812.5,2.0077973005261263,0.0,0.0,0.0,1,9,9,9,22818.8,3199.0,3199.0,512.0,6910.0
SKU-16232,1,580000.0,0.0,0.0,0.0,0.2,1,1,0,1,1401.6,52084.0,52084.0,135639.0,239807.0
SKU-16233,1,375670.5,1.0203555954301131,0.0,0.0,0.0,1,5,5,5,27730.9,2632.0,2632.0,346.0,5611.0
SKU-16234,1,410000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-16235,1,400000.0,0.5686240703077327,0.0,0.0,0.0,1,3,3,3,26874.3,2716.0,2716.0,369.0,5802.0
SKU-16236,1,370000.0,1.865511908333656,0.0,0.0,0.0,1,9,9,9,27942.5,2613.0,2613.0,341.0,5566.0
SKU-16237,1,410000.0,0.7071067811865476,0.0,0.0,0.0,1,4,4,4,26544.5,2750.0,2750.0,378.0,5878.0
SKU-16238,1,400000.0,1.2110601416389966,0.0,0.0,0.0,1,6,6,6,26874.3,2716.0,2716.0,369.0,5802.0
SKU-16239,1,350000.0,2.3804761428476167,0.0,0.0,0.0,1,11,11,11,28729.8,2541.0,2541.0,323.0,5405.0
SKU-16240,1,1285000.0,0.0,0.0,0.0,0.0,1,1,0,1,3370.6,21658.0,21658.0,23454.0,66770.0
SKU-16241,1,1268333.33,0.5773502691896257,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-16242,1,1280000.0,1.518368712924202,0.0,0.0,0.0,1,7,7,7,15023.2,4859.0,4859.0,1181.0,10899.0
SKU-16243,1,1285000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-16244,1,1255000.0,0.9486832980505138,0.0,0.0,0.0,1,5,5,5,2444.9,29858.0,29858.0,44574.0,104289.0
SKU-16245,1,402941.18,1.1217137594956024,0.0,0.0,0.0,1,5,5,5,26776.0,2726.0,2726.0,372.0,5824.0
SKU-16246,1,406000.0,0.0,0.0,0.0,0.0,1,1,0,1,26675.0,2737.0,2737.0,374.0,5848.0
SKU-16247,1,800000.0,0.8870122773343354,0.0,0.0,0.0,1,4,4,4,19003.0,3842.0,3842.0,738.0,8421.0
SKU-16248,1,921393.5,0.4629100498862757,0.0,0.0,0.0,1,3,3,3,17707.0,4123.0,4123.0,850.0,9095.0
SKU-16249,1,257933.4,0.46877829132731075,0.0,0.0,0.0,1,3,3,3,33466.7,2181.0,2181.0,238.0,4600.0
SKU-16250,1,266000.0,0.0,0.0,0.0,0.1,1,1,0,1,4428.7,16483.0,16483.0,13585.0,46552.0
SKU-16251,1,446000.0,0.9574271077563381,0.0,0.0,0.0,1,5,5,5,25450.7,2868.0,2868.0,411.0,6148.0
SKU-16252,1,190000.0,0.0,0.0,0.0,0.0,1,1,0,1,38993.3,1872.0,1872.0,175.0,3919.0
SKU-16253,1,265000.0,0.3333333333333333,0.0,0.0,0.0,1,2,2,2,33017.5,2211.0,2211.0,244.0,4666.0
SKU-16254,1,289000.0,0.0,0.0,0.0,0.0,1,1,0,1,31616.8,2309.0,2309.0,267.0,4884.0
SKU-16255,1,1170000.0,0.0,0.0,0.0,0.0,1,1,0,1,15713.5,4646.0,4646.0,1079.0,10370.0
SKU-16256,1,1169833.365,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-16257,1,171000.0,0.37796447300922725,0.0,0.0,0.0,1,2,2,2,41102.5,1776.0,1776.0,158.0,3710.0
SKU-16258,1,245151.38,2.2635624605304456,0.0,0.0,0.0,1,10,10,10,34328.1,2127.0,2127.0,226.0,4479.0
SKU-16259,1,255000.0,0.0,0.0,0.0,0.0,1,1,0,1,33658.6,2169.0,2169.0,235.0,4573.0
SKU-16261,1,230000.0,0.0,0.0,0.0,0.0,1,1,0,1,35440.7,2060.0,2060.0,212.0,4332.0
SKU-16262,1,250000.0,0.0,0.0,0.0,0.0,1,1,0,1,33993.6,2147.0,2147.0,231.0,4526.0
SKU-16263,1,220000.0,2.987749487655095,0.0,0.0,0.0,1,14,14,14,36237.3,2015.0,2015.0,203.0,4232.0
SKU-16264,1,239166.67,0.8366600265340756,0.0,0.0,0.0,1,4,4,4,9582.5,7618.0,7618.0,2902.0,18138.0
SKU-16266,1,280000.0,0.16666666666666666,0.0,0.0,0.0,1,1,1,1,32120.9,2273.0,2273.0,258.0,4804.0
SKU-16267,1,315500.0,0.0,0.0,0.0,0.0,1,1,0,1,30259.9,2412.0,2412.0,291.0,5116.0
SKU-16268,1,373970.2,0.802779583267141,0.0,0.0,0.0,1,4,4,4,27793.8,2626.0,2626.0,345.0,5598.0
SKU-16269,1,400000.0,0.8944271909999159,0.0,0.0,0.0,1,4,4,4,26874.3,2716.0,2716.0,369.0,5802.0
SKU-16271,1,471000.0,0.6793662204867574,0.0,0.0,0.0,1,3,3,3,24766.0,2948.0,2948.0,434.0,6330.0
SKU-16272,1,465000.0,0.0,0.0,0.0,0.0,1,1,0,1,24925.3,2929.0,2929.0,429.0,6286.0
SKU-16273,1,172000.0,0.0,0.0,0.0,0.0,1,1,0,1,40982.9,1781.0,1781.0,159.0,3721.0
SKU-16274,1,800000.0,0.6924826089821244,0.0,0.0,0.0,1,4,4,4,19003.0,3842.0,3842.0,738.0,8421.0
SKU-16275,1,825000.0,0.0,0.0,0.0,0.1,1,1,0,1,2527.1,28887.0,28887.0,41724.0,99499.0
SKU-16277,1,235000.0,1.1547005383792517,0.0,0.0,0.0,1,6,6,6,35061.7,2082.0,2082.0,217.0,4381.0
SKU-16278,1,1398571.43,0.6242642728467978,0.0,0.0,0.0,1,3,3,3,14372.2,5079.0,5079.0,1290.0,11448.0
SKU-16279,1,188000.0,0.4173919355648411,0.0,0.0,0.0,1,2,2,2,39200.2,1862.0,1862.0,173.0,3898.0
SKU-16280,1,250000.0,0.0,0.0,0.0,0.0,1,1,0,1,33993.6,2147.0,2147.0,231.0,4526.0
SKU-16281,1,250560.5,0.5773502691896258,0.0,0.0,0.0,1,3,3,3,33955.5,2150.0,2150.0,231.0,4531.0
SKU-16282,1,1060000.0,0.7071067811865476,0.0,0.0,0.0,1,4,4,4,15094.3,4836.0,4836.0,1169.0,10842.0
SKU-16283,1,259935.4,0.3340866299625872,0.0,0.0,0.0,1,2,2,2,33337.6,2190.0,2190.0,240.0,4619.0
SKU-16284,1,271000.0,0.0,0.0,0.0,0.0,1,1,0,1,54277.1,1345.0,1345.0,90.0,2780.0
SKU-16285,1,418192.5,0.6743355027145821,0.0,0.0,0.1,1,3,3,3,2790.8,26158.0,26158.0,34212.0,86527.0
SKU-16286,1,434000.0,0.0,0.0,0.0,0.0,1,1,0,1,7282.4,10024.0,10024.0,5024.0,25073.0
SKU-16287,1,323634.14,1.2671406772953253,0.0,0.0,0.0,1,6,6,6,29877.2,2443.0,2443.0,298.0,5185.0
SKU-16288,1,340000.0,2.8284271247461903,0.0,0.0,0.0,1,13,13,13,31002.6,2355.0,2355.0,277.0,4986.0
SKU-16290,1,380000.0,0.4370648018608237,0.0,0.0,0.0,1,2,2,2,27572.4,2648.0,2648.0,350.0,5646.0
SKU-16291,1,440000.0,0.0,0.0,0.0,0.0,1,1,0,1,25623.6,2849.0,2849.0,406.0,6104.0
SKU-16293,1,1746666.67,0.37996745696903744,0.0,0.0,0.0,1,2,2,2,12860.6,5676.0,5676.0,1611.0,12963.0
SKU-16294,1,1845000.0,0.0,0.0,0.0,0.1,1,1,0,1,1346.7,54206.0,54206.0,146916.0,255328.0
SKU-16296,1,1750000.0,0.3433225052674447,0.0,0.0,0.0,1,2,2,2,12848.4,5682.0,5682.0,1614.0,12977.0
SKU-16297,1,1867500.0,0.0,0.0,0.0,0.0,1,1,0,1,12437.6,5869.0,5869.0,1722.0,13461.0
SKU-16299,1,175333.33500000002,0.2773500981126146,0.0,0.0,0.0,1,2,2,2,40591.4,1798.0,1798.0,162.0,3759.0
SKU-16300,1,297000.0,0.44839513942303283,0.0,0.0,0.0,1,2,2,2,31188.1,2341.0,2341.0,274.0,4955.0
SKU-16301,1,291000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-16302,1,296000.0,0.28232985128664007,0.0,0.0,0.0,1,2,2,2,31240.7,2337.0,2337.0,273.0,4946.0
SKU-16303,1,625401.43,0.6333236937766509,0.0,0.0,0.0,1,3,3,3,21492.5,3397.0,3397.0,577.0,7370.0
SKU-16304,1,129000.0,0.0,0.0,0.0,0.0,1,1,0,1,47323.0,1543.0,1543.0,119.0,3204.0
SKU-16305,1,460131.55,1.0840738131506036,0.0,0.0,0.0,1,5,5,5,25056.8,2913.0,2913.0,424.0,6251.0
SKU-16306,1,353621.39,1.8547894496246802,0.0,0.0,0.0,1,9,9,9,28582.3,2554.0,2554.0,326.0,5434.0
SKU-16307,1,400000.0,0.0,0.0,0.0,0.0,1,1,0,1,26874.3,2716.0,2716.0,369.0,5802.0
SKU-16308,1,1700000.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-16310,1,400000.0,0.0,0.0,0.0,0.0,1,1,0,1,26874.3,2716.0,2716.0,369.0,5802.0
SKU-16311,1,800000.0,0.945242672160532,0.0,0.0,0.0,1,5,5,5,19003.0,3842.0,3842.0,738.0,8421.0
SKU-16312,1,900000.0,0.0,0.0,0.0,0.0,1,1,0,1,17916.2,4075.0,4075.0,830.0,8979.0
SKU-16313,1,850000.0,0.7559289460184544,0.0,0.0,0.0,1,4,4,4,2612.9,27938.0,27938.0,39027.0,94903.0
SKU-16314,1,1200000.0,0.0,0.0,0.0,0.0,1,1,0,1,15515.9,4705.0,4705.0,1107.0,10517.0
SKU-16315,1,238513.60499999998,1.42389343964797,0.0,0.0,0.0,1,7,7,7,9200.1,7935.0,7935.0,3148.0,19017.0
SKU-16317,1,662867.415,0.0,0.0,0.0,0.0,1,1,0,1,20876.3,3497.0,3497.0,611.0,7605.0
SKU-16318,1,1300000.0,0.0,0.0,0.0,0.0,1,1,0,1,14907.2,4897.0,4897.0,1199.0,10993.0
SKU-16319,1,570016.05,0.0,0.0,0.0,0.0,1,1,0,1,22512.5,3243.0,3243.0,526.0,7011.0
SKU-16320,1,1347597.295,0.2672612419124244,0.0,0.0,0.0,1,2,2,2,14641.5,4986.0,4986.0,1243.0,11215.0
SKU-16321,1,1400000.0,0.0,0.0,0.0,0.0,1,1,0,1,14364.9,5082.0,5082.0,1291.0,11455.0
SKU-16322,1,162406.5,0.0,0.0,0.0,0.0,1,1,0,1,14274.4,5114.0,5114.0,1308.0,11536.0
SKU-16323,1,77695.33,0.5477225575051661,0.0,0.0,0.0,1,3,3,3,60977.5,1197.0,1197.0,72.0,2466.0
SKU-16324,1,70000.0,0.0,0.0,0.0,0.0,1,1,0,1,64241.8,1136.0,1136.0,65.0,2337.0
SKU-16325,1,70000.0,0.0,0.0,0.0,0.0,1,1,0,1,64241.8,1136.0,1136.0,65.0,2337.0
SKU-16326,1,72000.0,0.49999999999999994,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-16327,1,376713.0,0.8366600265340756,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
SKU-16328,1,550000.0,0.0,0.0,0.0,0.0,1,1,0,1,7085.7,10302.0,10302.0,5307.0,25912.0
SKU-16329,1,986965.0,0.0,0.0,0.0,0.0,1,1,0,1,17108.7,4267.0,4267.0,910.0,9444.0
SKU-16330,1,600000.0,0.0,0.0,0.0,0.0,1,1,0,1,21942.8,3327.0,3327.0,553.0,7207.0
SKU-16331,1,560000.0,0.0,0.0,0.0,0.1,1,1,0,1,2674.3,27297.0,27297.0,37256.0,91850.0
SKU-16332,1,357019.73,1.685018016012207,0.0,0.0,0.0,1,8,8,8,28446.0,2566.0,2566.0,329.0,5462.0
SKU-16333,1,1080181.81,0.0,0.0,0.0,0.0,1,1,0,1,16353.8,4464.0,4464.0,996.0,9924.0
SKU-09760,2,22227.8,592.0821929043593,1192.7,42.6,15547.8,1183,3770,2577,2875,27.8,2629040.0,2629040.0,345592470.0,350850549.0
SKU-09762,2,23078.54,218.8508685045859,347.9,12.43,4535.3,627,1301,953,1040,50.5,1446853.0,1446853.0,104669215.0,107562922.0
SKU-12275,2,19972.95,251.01967757318502,316.6,11.31,4126.7,643,1409,1093,1172,56.9,1283919.0,1283919.0,82422423.0,84990262.0
SKU-00003,2,0.0,6.786880218817973,213.9,7.64,2788.1,0,244,30,84,0.0,0.0,0.0,0.0,0.0
