sku,month,unit_cost,std_daily,D_month,mean_daily,D_annual_equiv,EOQ,Recommended_Order,Safety_Stock,Reorder_Point,Cycle_Time_days,Annual_Order_Cost,Annual_Holding_Cost,Annual_Purchase_Cost,Total_Annual_Cost
SKU-08380,2,260941.32,0.6186094961804786,1.3,0.05,16.4,12,12,3,4,249.2,292981.0,292981.0,4291906.0,4877868.0
SKU-08997,2,69701.41,2.8090990452965636,1.3,0.05,17.6,23,23,13,13,466.4,156504.0,156504.0,1224669.0,1537676.0
SKU-09020,2,110000.0,0.9625003513801572,1.3,0.05,17.4,18,18,5,5,373.0,195687.0,195687.0,1914675.0,2306050.0
SKU-09103,2,130000.0,0.8825799501580877,1.3,0.05,16.6,16,16,4,5,351.5,207698.0,207698.0,2156929.0,2572326.0
SKU-09354,2,738000.0,1.2328534123049197,1.3,0.05,16.5,7,7,6,6,148.0,493276.0,493276.0,12166039.0,13152590.0
SKU-09364,2,420000.0,1.4206272622267315,1.3,0.05,16.6,9,9,7,7,195.3,373710.0,373710.0,6982964.0,7730384.0
SKU-09981,2,39423.25,1.9925350883814752,1.3,0.05,17.3,30,30,9,10,625.0,116807.0,116807.0,682194.0,915808.0
SKU-10061,2,43566.93,8.207242411802412,1.3,0.05,16.9,28,38,36,37,602.4,121177.0,121177.0,734188.0,976541.0
SKU-10090,2,1.0,1.5735915849388864,1.3,0.05,17.4,5892,5892,7,8,123911.6,589.0,589.0,17.0,1196.0
SKU-10980,2,57964.73,3.973123995763823,1.3,0.05,16.6,24,24,18,18,526.3,138706.0,138706.0,961964.0,1239375.0
SKU-12081,2,170000.0,1.213662726722871,1.3,0.05,16.6,14,14,6,6,307.6,237331.0,237331.0,2816302.0,3290965.0
SKU-14216,2,248315.65,3.496615488694231,1.3,0.05,17.4,12,17,16,16,248.5,293818.0,293818.0,4316463.0,4904100.0
SKU-14414,2,173041.63,5.308048994260294,1.3,0.05,16.4,14,25,24,24,306.0,238532.0,238532.0,2844879.0,3321944.0
SKU-14504,2,124513.33,3.6698813426208674,1.3,0.05,17.4,17,18,16,17,350.4,208348.0,208348.0,2170436.0,2587131.0
SKU-14505,2,176126.05,2.8739938025837914,1.3,0.05,17.3,15,15,13,13,295.9,246696.0,246696.0,3042941.0,3536333.0
SKU-14617,2,169906.95,3.470382856225524,1.3,0.05,16.8,15,17,16,16,305.9,238665.0,238665.0,2848059.0,3325390.0
SKU-14658,2,164986.02,2.4670789891393126,1.3,0.05,17.3,15,15,11,12,305.4,239047.0,239047.0,2857175.0,3335269.0
SKU-15051,2,75377.5,2.4271601656386372,1.3,0.05,16.8,22,22,11,11,459.2,158969.0,158969.0,1263551.0,1581488.0
SKU-15317,2,158452.76,2.2011583403325816,1.3,0.05,17.2,15,15,10,10,312.7,233450.0,233450.0,2724937.0,3191836.0
SKU-15410,2,93543.67,3.126943839882286,1.3,0.05,17.2,20,20,14,14,406.5,179561.0,179561.0,1612099.0,1971220.0
SKU-16292,2,370000.0,0.7276068751089989,1.3,0.05,17.4,10,10,4,4,203.5,358700.0,358700.0,6433276.0,7150675.0
SKU-00079,2,269604.4,1.2940792666314376,1.2,0.04,15.9,11,11,6,6,249.3,292844.0,292844.0,4287889.0,4873578.0
SKU-00280,2,1388888.67,0.2041241452319315,1.2,0.04,15.6,5,5,1,2,111.0,657480.0,657480.0,21614023.0,22928983.0
SKU-00431,2,529485.67,0.5250541451123778,1.2,0.04,15.9,8,8,3,3,177.6,410946.0,410946.0,8443812.0,9265703.0
SKU-00853,2,78333.5,1.505545305418162,1.2,0.04,15.6,20,20,7,7,467.3,156225.0,156225.0,1220305.0,1532754.0
SKU-00995,2,74481.73,4.849825263525155,1.2,0.04,15.8,21,23,22,22,475.8,153425.0,153425.0,1176967.0,1483818.0
SKU-01025,2,197616.32,0.7274384280931732,1.2,0.04,15.0,13,13,4,4,299.5,243755.0,243755.0,2970821.0,3458331.0
SKU-01283,2,306889.8,0.9905975078001624,1.2,0.04,15.8,11,11,5,5,234.2,311745.0,311745.0,4859260.0,5482751.0
SKU-02132,2,764944.63,0.8549668941768105,1.2,0.04,15.9,7,7,4,5,148.2,492545.0,492545.0,12130020.0,13115110.0
SKU-02814,2,842699.4,0.3926811343602373,1.2,0.04,15.3,7,7,2,3,143.6,508338.0,508338.0,12920393.0,13937069.0
SKU-03149,2,1840000.0,1.2724180205607039,1.2,0.04,16.2,5,7,6,6,94.5,772144.0,772144.0,29810339.0,31354628.0
SKU-03704,2,627662.75,0.5823927253578187,1.2,0.04,15.8,8,8,3,3,164.1,444774.0,444774.0,9891211.0,10780760.0
SKU-03903,2,780000.0,2.193062655175134,1.2,0.04,15.2,7,11,10,10,150.0,486828.0,486828.0,11850082.0,12823739.0
SKU-03918,2,718600.33,0.4786769815450337,1.2,0.04,15.6,7,7,3,3,154.0,473954.0,473954.0,11231639.0,12179547.0
SKU-04056,2,97139.09,21.20205042810458,1.2,0.04,15.7,18,94,93,93,418.5,174439.0,174439.0,1521456.0,1870335.0
SKU-04795,2,411727.555,0.816496580927726,1.2,0.04,15.1,9,9,4,4,207.1,352425.0,352425.0,6210157.0,6915006.0
SKU-04842,2,692033.85,0.33937440336141056,1.2,0.04,15.9,7,7,2,2,155.5,469427.0,469427.0,11018091.0,11956945.0
SKU-04861,2,855000.0,0.5483188805533161,1.2,0.04,15.6,7,7,3,3,141.1,517250.0,517250.0,13377382.0,14411882.0
SKU-05147,2,714365.055,2.1035416697136973,1.2,0.04,15.4,7,11,10,10,155.8,468515.0,468515.0,10975300.0,11912330.0
SKU-05417,2,808636.36,0.36634754853252327,1.2,0.04,16.0,7,7,2,2,143.6,508347.0,508347.0,12920847.0,13937542.0
SKU-06677,2,1159964.4,0.9428090415820635,1.2,0.04,16.0,6,6,5,5,120.0,608492.0,608492.0,18513142.0,19730126.0
SKU-06770,2,1194129.33,0.373878250552983,1.2,0.04,16.3,6,6,2,2,117.1,623508.0,623508.0,19438116.0,20685132.0
SKU-07508,2,34378.87,2.4317223115144735,1.2,0.04,15.8,31,31,11,11,699.7,104330.0,104330.0,544240.0,752900.0
SKU-07561,2,800485.0,1.2412962283559121,1.2,0.04,15.3,7,7,6,6,147.6,494642.0,494642.0,12233534.0,13222818.0
SKU-07616,2,100556.11,0.47339357823636913,1.2,0.04,15.2,18,18,3,3,417.1,175004.0,175004.0,1531320.0,1881328.0
SKU-08024,2,605610.0,1.6556643650800478,1.2,0.04,15.8,8,9,8,8,167.0,437166.0,437166.0,9555698.0,10430030.0
SKU-08289,2,941837.83,0.712299930893603,1.2,0.04,16.1,6,6,4,4,132.4,551196.0,551196.0,15190874.0,16293267.0
SKU-09304,2,128888.89,0.611775290321498,1.2,0.04,15.7,16,16,3,3,362.4,201408.0,201408.0,2028250.0,2431065.0
SKU-09517,2,35000.0,6.50174801670499,1.2,0.04,15.1,30,30,29,29,711.1,102651.0,102651.0,526866.0,732169.0
SKU-09562,2,1151743.8,0.36356524999402845,1.2,0.04,15.5,6,6,2,2,122.2,597513.0,597513.0,17851063.0,19046088.0
SKU-09628,2,170059.46,2.4244183932281733,1.2,0.04,15.0,14,14,11,11,323.1,225959.0,225959.0,2552884.0,3004803.0
SKU-09914,2,64577.8,1.4126920841893262,1.2,0.04,15.5,22,22,7,7,516.0,141483.0,141483.0,1000876.0,1283843.0
SKU-09975,2,108229.35,3.8813964702036623,1.2,0.04,15.7,18,19,17,18,396.1,184288.0,184288.0,1698105.0,2066681.0
SKU-10095,2,1.0,1.200490095997562,1.2,0.04,15.6,5582,5582,6,6,130782.3,558.0,558.0,16.0,1132.0
SKU-10747,2,102254.485,5.723997811267594,1.2,0.04,15.8,18,27,25,26,406.5,179560.0,179560.0,1612099.0,1971220.0
SKU-10748,2,55320.14,6.535377915105673,1.2,0.04,16.0,25,30,29,29,547.9,133248.0,133248.0,887753.0,1154249.0
SKU-10946,2,317593.08999999997,1.740471133366443,1.2,0.04,15.7,10,10,8,8,231.2,315766.0,315766.0,4985402.0,5616933.0
SKU-11425,2,55864.68,0.8792028842482721,1.2,0.04,16.3,25,25,4,5,541.4,134824.0,134824.0,908880.0,1178528.0
SKU-11846,2,873000.0,0.5815189173257646,1.2,0.04,15.4,6,6,3,3,140.7,518901.0,518901.0,13462915.0,14500717.0
SKU-11849,2,1070000.0,1.326386734511576,1.2,0.04,15.7,6,7,6,7,125.9,579685.0,579685.0,16801762.0,17961133.0
SKU-11917,2,448000.0,0.6281060467452007,1.2,0.04,15.8,9,9,3,4,194.0,376212.0,376212.0,7076764.0,7829188.0
SKU-12082,2,791666.665,0.35145355264442657,1.2,0.04,15.7,7,7,2,2,146.5,498328.0,498328.0,12416562.0,13413219.0
SKU-12266,2,1234944.85,3.809709433376492,1.2,0.04,15.8,6,18,17,17,116.7,625476.0,625476.0,19561017.0,20811969.0
SKU-12617,2,83266.66,12.027487897157872,1.2,0.04,15.4,20,54,53,53,455.6,160243.0,160243.0,1283897.0,1604383.0
SKU-13625,2,1024982.63,0.4867509411573063,1.2,0.04,15.8,6,6,3,3,128.2,569209.0,569209.0,16199935.0,17338353.0
SKU-13663,2,933657.18,1.515506750415125,1.2,0.04,15.2,6,8,7,7,137.2,532041.0,532041.0,14153362.0,15217443.0
SKU-14283,2,181071.71,1.8213428816761434,1.2,0.04,16.0,14,14,8,9,302.9,240983.0,240983.0,2903632.0,3385598.0
SKU-14370,2,193074.85,2.7216866250539278,1.2,0.04,15.7,13,14,12,13,296.4,246275.0,246275.0,3032561.0,3525110.0
SKU-14423,2,127549.69,10.982393572973606,1.2,0.04,16.3,16,50,48,49,358.3,203741.0,203741.0,2075528.0,2483011.0
SKU-14482,2,154853.735,4.641760483969924,1.2,0.04,16.1,15,22,21,21,326.7,223433.0,223433.0,2496109.0,2942974.0
SKU-14542,2,353025.7,1.7615089155179844,1.2,0.04,15.4,10,10,8,8,221.5,329596.0,329596.0,5431688.0,6090881.0
SKU-14578,2,182094.72,1.5014062672111035,1.2,0.04,15.6,14,14,7,7,306.2,238403.0,238403.0,2841799.0,3318605.0
SKU-14618,2,169663.08,3.4936319899031036,1.2,0.04,16.1,14,17,16,16,312.3,233774.0,233774.0,2732506.0,3200053.0
SKU-14628,2,178572.67,1.9687614194738914,1.2,0.04,15.3,14,14,9,9,312.7,233448.0,233448.0,2724901.0,3191797.0
SKU-14629,2,177702.97,1.8962240930951888,1.2,0.04,15.1,14,14,9,9,314.9,231806.0,231806.0,2686712.0,3150325.0
SKU-14831,2,173677.2,4.0650680109456765,1.2,0.04,15.1,14,19,18,18,319.1,228749.0,228749.0,2616300.0,3073797.0
SKU-14855,2,154364.31,4.14280599715394,1.2,0.04,15.2,15,20,19,19,336.8,216733.0,216733.0,2348655.0,2782120.0
SKU-14961,2,175037.14,0.8850930387455551,1.2,0.04,15.2,14,14,4,5,316.0,231042.0,231042.0,2669018.0,3131102.0
SKU-14997,2,348869.6,1.6387681871270783,1.2,0.04,15.6,10,10,8,8,221.1,330233.0,330233.0,5452686.0,6113152.0
SKU-15108,2,35355.87,1.358871080067899,1.2,0.04,15.6,30,30,6,7,694.5,105106.0,105106.0,552360.0,762572.0
SKU-15111,2,9981.935000000001,5.475080085074965,1.2,0.04,16.1,57,57,24,25,1288.5,56656.0,56656.0,160493.0,273805.0
SKU-15448,2,63311.06,7.883869833829803,1.2,0.04,15.2,22,36,35,35,526.4,138677.0,138677.0,961559.0,1238912.0
SKU-15941,2,414647.57,1.1040626107091995,1.2,0.04,15.2,9,9,5,6,205.8,354765.0,354765.0,6292905.0,7002434.0
SKU-00583,2,241710.74,0.4736615451407442,1.1,0.04,14.8,12,12,3,3,273.1,267304.0,267304.0,3572560.0,4107167.0
SKU-00613,2,950947.37,0.6063390625908324,1.1,0.04,13.7,6,6,3,3,143.0,510470.0,510470.0,13028986.0,14049926.0
SKU-00660,2,346943.525,7.218193832676968,1.1,0.04,14.9,10,33,32,32,226.9,321785.0,321785.0,5177273.0,5820843.0
SKU-01000,2,130000.0,5.139852216560397,1.1,0.04,14.2,15,24,23,23,380.3,191970.0,191970.0,1842624.0,2226564.0
SKU-01325,2,1772000.0,0.21821789023599247,1.1,0.04,15.0,5,5,1,2,100.2,728680.0,728680.0,26548703.0,28006062.0
SKU-01410,2,1445600.0,0.3457459036417604,1.1,0.04,14.3,5,5,2,2,113.5,642923.0,642923.0,20667484.0,21953330.0
SKU-01481,2,412539.41,0.6350191816635826,1.1,0.04,14.3,9,9,3,4,212.2,344042.0,344042.0,5918237.0,6606321.0
SKU-01801,2,1702212.5,0.3473363145128328,1.1,0.04,14.2,5,5,2,2,105.1,694517.0,694517.0,24117672.0,25506705.0
SKU-02393,2,411191.87,0.5151926751285383,1.1,0.04,14.0,9,9,3,3,215.4,338898.0,338898.0,5742602.0,6420398.0
SKU-02823,2,1078736.42,0.45823050943772126,1.1,0.04,14.1,6,6,2,3,132.3,551577.0,551577.0,15211853.0,16315007.0
SKU-02915,2,30000.0,1.509772090318894,1.1,0.04,14.7,32,32,7,7,778.1,93820.0,93820.0,440108.0,627747.0
SKU-03120,2,950000.0,0.4914656259988704,1.1,0.04,13.9,6,6,3,3,141.9,514611.0,514611.0,13241217.0,14270439.0
SKU-03660,2,430000.0,1.2095677687472162,1.1,0.04,14.8,9,9,6,6,204.7,356687.0,356687.0,6361278.0,7074652.0
SKU-03896,2,550905.375,5.420650083931017,1.1,0.04,14.8,8,25,24,24,180.6,404246.0,404246.0,8170742.0,8979234.0
SKU-04227,2,566721.3,0.36613392912164533,1.1,0.04,14.5,8,8,2,2,180.0,405622.0,405622.0,8226453.0,9037697.0
SKU-04241,2,636809.78,0.6650532352673088,1.1,0.04,15.0,7,7,3,4,167.2,436479.0,436479.0,9525680.0,10398637.0
SKU-04260,2,784523.48,1.764426866462416,1.1,0.04,13.8,6,9,8,8,157.1,464619.0,464619.0,10793530.0,11722767.0
SKU-04590,2,1022809.56,0.6061616814632211,1.1,0.04,14.7,6,6,3,3,133.0,548744.0,548744.0,15056024.0,16153513.0
SKU-06003,2,177558.75,0.9520940474332216,1.1,0.04,13.9,13,13,5,5,328.8,222027.0,222027.0,2464810.0,2908865.0
SKU-06019,2,169377.44,0.8925408749649205,1.1,0.04,14.8,14,14,4,5,325.5,224262.0,224262.0,2514674.0,2963198.0
SKU-06686,2,1381069.65,1.6338151358928714,1.1,0.04,14.2,5,9,8,8,116.4,627112.0,627112.0,19663442.0,20917666.0
SKU-06688,2,1646320.9,0.43723731609760313,1.1,0.04,14.9,5,5,2,3,104.1,701336.0,701336.0,24593614.0,25996287.0
SKU-06832,2,1646320.9,0.43723731609760313,1.1,0.04,14.0,5,5,2,3,107.4,679528.0,679528.0,23087916.0,24446972.0
SKU-07065,2,1266056.06,0.847208474762093,1.1,0.04,14.6,5,5,4,4,119.9,608615.0,608615.0,18520583.0,19737812.0
SKU-07473,2,111757.27,2.5004678388581913,1.1,0.04,14.7,17,17,11,12,402.5,181372.0,181372.0,1644797.0,2007542.0
SKU-07547,2,137157.0,1.2042408722640883,1.1,0.04,14.8,15,15,6,6,362.6,201347.0,201347.0,2027032.0,2429726.0
SKU-07567,2,565862.68,1.3397134749013293,1.1,0.04,14.2,8,8,6,7,181.8,401443.0,401443.0,8057835.0,8860721.0
SKU-08898,2,38906.75,2.2549006883736276,1.1,0.04,13.7,27,27,10,11,707.0,103249.0,103249.0,533016.0,739514.0
SKU-09072,2,59245.5,0.9641283416510037,1.1,0.04,13.7,22,22,5,5,572.9,127422.0,127422.0,811812.0,1066655.0
SKU-09152,2,80310.22,0.5188745216627708,1.1,0.04,14.3,19,19,3,3,481.0,151782.0,151782.0,1151883.0,1455446.0
SKU-09249,2,59268.65,2.3650526968487036,1.1,0.04,14.6,23,23,11,11,554.9,131553.0,131553.0,865310.0,1128416.0
SKU-09314,2,110000.0,1.2041594578792296,1.1,0.04,14.8,17,17,6,6,404.7,180364.0,180364.0,1626550.0,1987277.0
SKU-09587,2,208525.79,1.8345794663033317,1.1,0.04,14.4,12,12,8,9,298.3,244750.0,244750.0,2995126.0,3484626.0
SKU-09770,2,664852.94,1.1974237050483696,1.1,0.04,14.1,7,7,6,6,168.5,433308.0,433308.0,9387812.0,10254429.0
SKU-09932,2,33516.63,1.8400408527366603,1.1,0.04,14.3,30,30,9,9,744.3,98075.0,98075.0,480937.0,677088.0
SKU-10186,2,996880.4,1.5339065658863817,1.1,0.04,14.6,6,8,7,7,135.3,539419.0,539419.0,14548625.0,15627462.0
SKU-10742,2,61058.74,12.374529926488986,1.1,0.04,14.9,23,55,54,55,541.3,134860.0,134860.0,909363.0,1179083.0
SKU-11244,2,1226003.43,0.9146247654303165,1.1,0.04,14.0,5,6,4,5,124.7,585220.0,585220.0,17124097.0,18294536.0
SKU-11301,2,307882.2,0.8972605894113861,1.1,0.04,14.9,10,10,4,5,240.9,303047.0,303047.0,4591884.0,5197978.0
SKU-11831,2,436190.48,3.3362135906712824,1.1,0.04,13.8,8,16,15,15,210.5,346778.0,346778.0,6012735.0,6706291.0
SKU-11837,2,932866.67,1.1468855555695527,1.1,0.04,13.7,6,7,5,6,144.4,505476.0,505476.0,12775284.0,13786235.0
SKU-11888,2,147777.78,2.05172353731663,1.1,0.04,14.4,14,14,9,10,354.4,205992.0,205992.0,2121635.0,2533619.0
SKU-11889,2,148709.68,1.604110573404251,1.1,0.04,14.9,15,15,7,8,346.5,210704.0,210704.0,2219816.0,2641225.0
SKU-12000,2,673294.82,1.2165441746821672,1.1,0.04,13.7,7,7,6,6,169.8,429930.0,429930.0,9241977.0,10101836.0
SKU-13842,2,1.0,65.69903832145214,1.1,0.04,14.3,5340,5340,286,287,136718.6,534.0,534.0,14.0,1082.0
SKU-13851,2,268162.59,2.5188761069384222,1.1,0.04,14.9,11,13,11,12,258.5,282416.0,282416.0,3987934.0,4552766.0
SKU-14151,2,480000.0,0.3741657386773941,1.1,0.04,14.5,8,8,2,2,195.7,373047.0,373047.0,6958189.0,7704282.0
SKU-14421,2,180715.09,1.0996695789906135,1.1,0.04,15.0,13,13,5,6,313.7,232675.0,232675.0,2706878.0,3172227.0
SKU-14536,2,236379.0,2.8524901680192025,1.1,0.04,14.6,12,14,13,13,277.9,262644.0,262644.0,3449099.0,3974387.0
SKU-14849,2,169074.37,2.2778072344036158,1.1,0.04,14.6,14,14,10,11,328.4,222278.0,222278.0,2470382.0,2914939.0
SKU-15067,2,70617.39,2.7227747078494464,1.1,0.04,14.7,21,21,12,13,507.5,143848.0,143848.0,1034605.0,1322300.0
SKU-15228,2,349491.41500000004,0.5965365503100845,1.1,0.04,13.9,9,9,3,3,234.4,311443.0,311443.0,4849829.0,5472714.0
SKU-15387,2,124535.24,3.7039571063410053,1.1,0.04,14.4,16,18,17,17,386.0,189143.0,189143.0,1788762.0,2167049.0
SKU-15939,2,461004.36,0.6186244232669561,1.1,0.04,14.5,8,8,3,3,199.6,365684.0,365684.0,6686232.0,7417599.0
SKU-00193,2,112187.9,1.9999999999999998,1.0,0.04,13.4,16,16,9,9,421.5,173183.0,173183.0,1499622.0,1845989.0
SKU-00703,2,62334.39,3.3461178056873724,1.0,0.04,13.1,21,21,15,15,571.3,127786.0,127786.0,816463.0,1072035.0
SKU-01037,2,200290.15,0.9004503377814962,1.0,0.04,13.2,12,12,4,5,317.1,230222.0,230222.0,2650105.0,3110549.0
SKU-01057,2,180000.0,0.31530176764230583,1.0,0.04,13.4,13,13,2,2,333.0,219236.0,219236.0,2403230.0,2841703.0
SKU-01310,2,914620.1,0.3629218364494396,1.0,0.04,13.0,6,6,2,2,149.9,486904.0,486904.0,11853778.0,12827586.0
SKU-01679,2,1521545.51,0.2863218434206548,1.0,0.04,13.6,5,5,2,2,113.4,643586.0,643586.0,20710129.0,21997300.0
SKU-02272,2,224180.42,1.5805383719650283,1.0,0.03,12.4,11,11,7,8,309.3,236048.0,236048.0,2785936.0,3258033.0
SKU-02668,2,668698.66,0.6098604959836335,1.0,0.03,12.5,7,7,3,3,178.6,408734.0,408734.0,8353167.0,9170635.0
SKU-03205,2,847292.78,0.6009252125773316,1.0,0.03,12.4,6,6,3,3,159.0,459168.0,459168.0,10541767.0,11460103.0
SKU-03849,2,149206.3,3.591976515145916,1.0,0.03,12.6,14,17,16,16,375.8,194239.0,194239.0,1886438.0,2274915.0
SKU-04237,2,681905.0,0.4780914437337574,1.0,0.04,13.1,7,7,3,3,173.0,422034.0,422034.0,8905637.0,9749705.0
SKU-04244,2,923481.73,1.7441613991500422,1.0,0.03,12.4,6,9,8,8,152.6,478399.0,478399.0,11443271.0,12400068.0
SKU-04452,2,699365.43,1.0748453004959848,1.0,0.03,12.7,7,7,5,5,173.4,421109.0,421109.0,8866624.0,9708841.0
SKU-04515,2,367596.0,7.958974371586021,1.0,0.04,13.0,9,36,35,35,236.5,308635.0,308635.0,4762790.0,5380060.0
SKU-04588,2,1052227.95,0.8061002238246824,1.0,0.03,12.6,5,5,4,4,141.7,515172.0,515172.0,13270132.0,14300477.0
SKU-04723,2,501894.42,1.665415237172706,1.0,0.04,13.2,8,9,8,8,200.3,364437.0,364437.0,6640730.0,7369605.0
SKU-04836,2,491642.54,0.6826780959691392,1.0,0.04,13.1,8,8,3,4,203.0,359549.0,359549.0,6463760.0,7182858.0
SKU-04859,2,750072.6,1.212775592881566,1.0,0.04,13.5,7,7,6,6,162.1,450447.0,450447.0,10145144.0,11046039.0
SKU-05917,2,1267500.0,0.7432233529572065,1.0,0.04,13.2,5,5,4,4,126.2,578414.0,578414.0,16728131.0,17884959.0
SKU-06831,2,1674000.0,0.5789342235218394,1.0,0.03,12.6,4,4,3,3,112.6,648363.0,648363.0,21018699.0,22315424.0
SKU-06866,2,1512057.38,0.22360679774997896,1.0,0.03,12.7,5,5,1,2,118.0,618616.0,618616.0,19134272.0,20371504.0
SKU-07398,2,791250.0,0.39295262399668796,1.0,0.04,13.3,6,6,2,2,159.2,458528.0,458528.0,10512411.0,11429468.0
SKU-07433,2,186065.5,1.1673627963225193,1.0,0.04,13.4,12,12,6,6,327.1,223163.0,223163.0,2490091.0,2936418.0
SKU-07569,2,707500.0,0.8164965809277259,1.0,0.04,13.3,7,7,4,4,168.1,434159.0,434159.0,9424713.0,10293031.0
SKU-07664,2,180982.2,4.611127844681819,1.0,0.03,12.5,12,22,21,21,343.4,212578.0,212578.0,2259479.0,2684636.0
SKU-07666,2,96236.2,3.0429605099752846,1.0,0.03,12.4,17,17,14,14,471.8,154732.0,154732.0,1197102.0,1506566.0
SKU-08690,2,462752.525,0.3184424947929529,1.0,0.04,12.9,8,8,2,2,211.6,345054.0,345054.0,5953105.0,6643213.0
SKU-09581,2,252500.0,0.5940885257860047,1.0,0.04,12.8,11,11,3,3,287.3,254120.0,254120.0,3228848.0,3737088.0
SKU-09927,2,54426.21,2.3286737852267962,1.0,0.04,12.8,22,22,11,11,617.4,118237.0,118237.0,699001.0,935475.0
SKU-09931,2,27676.184999999998,2.254276160165233,1.0,0.04,13.0,31,31,10,11,861.2,84769.0,84769.0,359292.0,528830.0
SKU-09970,2,109791.22,0.89960525647994,1.0,0.03,12.5,16,16,4,5,440.8,165626.0,165626.0,1371603.0,1702855.0
SKU-09980,2,45862.46,2.758955732644849,1.0,0.04,13.6,25,25,13,13,653.3,111734.0,111734.0,624219.0,847686.0
SKU-10436,2,357082.36,1.9554625664112237,1.0,0.03,12.6,9,10,9,9,243.8,299462.0,299462.0,4483876.0,5082800.0
SKU-10929,2,245798.445,1.105012502906165,1.0,0.03,12.4,11,11,5,6,295.5,247068.0,247068.0,3052136.0,3546273.0
SKU-11064,2,442665.54,2.177571624957072,1.0,0.04,13.4,8,11,10,10,211.9,344493.0,344493.0,5933782.0,6622769.0
SKU-11305,2,311286.58,0.9551642759258115,1.0,0.03,12.6,9,9,5,5,260.9,279776.0,279776.0,3913732.0,4473284.0
SKU-11400,2,95000.0,2.585384019118976,1.0,0.04,13.2,17,17,12,12,460.7,158450.0,158450.0,1255319.0,1572219.0
SKU-12433,2,46805.89,3.1341459149143107,1.0,0.04,13.5,25,25,14,14,648.9,112496.0,112496.0,632772.0,857764.0
SKU-13447,2,98532.42,2.0156619462997774,1.0,0.03,12.4,16,16,9,10,467.1,156283.0,156283.0,1221221.0,1533788.0
SKU-13627,2,638823.64,0.5464769369050092,1.0,0.04,13.3,7,7,3,3,177.4,411537.0,411537.0,8468141.0,9291215.0
SKU-13753,2,328866.44,0.6138788892284814,1.0,0.03,12.5,9,9,3,3,254.3,287111.0,287111.0,4121628.0,4695850.0
SKU-13759,2,269788.9,1.3075771991651124,1.0,0.03,12.8,10,10,6,6,278.2,262446.0,262446.0,3443907.0,3968800.0
SKU-14366,2,180857.39,2.8156184398870643,1.0,0.04,13.2,13,14,13,13,333.5,218879.0,218879.0,2395408.0,2833166.0
SKU-14619,2,172019.03,3.0526088928376627,1.0,0.04,13.0,13,15,14,14,345.7,211151.0,211151.0,2229231.0,2651532.0
SKU-14796,2,203608.92,4.344440007333098,1.0,0.03,12.6,12,20,19,20,321.8,226838.0,226838.0,2572776.0,3026452.0
SKU-15264,2,64571.32,9.47135377606886,1.0,0.03,12.4,20,43,42,42,577.1,126487.0,126487.0,799942.0,1052915.0
SKU-00175,2,2650000.0,0.0,0.9,0.03,11.6,3,3,0,1,93.0,785223.0,785223.0,30828736.0,32399181.0
SKU-00400,2,790000.0,0.28810406552003043,0.9,0.03,11.1,6,6,2,2,174.1,419224.0,419224.0,8787446.0,9625895.0
SKU-00558,2,580861.85,0.7612788283838284,0.9,0.03,11.8,7,7,4,4,197.0,370521.0,370521.0,6864306.0,7605349.0
SKU-00601,2,653237.5,0.4417261042993862,0.9,0.03,11.5,6,6,2,3,188.2,387859.0,387859.0,7521715.0,8297432.0
SKU-01381,2,72339.06,4.758549237916237,0.9,0.03,12.2,19,22,21,21,549.7,132799.0,132799.0,881782.0,1147380.0
SKU-02134,2,709959.57,0.560611910581388,0.9,0.03,12.2,6,6,3,3,175.4,416142.0,416142.0,8658692.0,9490975.0
SKU-02499,2,502024.29,0.6499555709619101,0.9,0.03,12.0,7,7,3,4,210.1,347484.0,347484.0,6037245.0,6732213.0
SKU-02656,2,197995.55,0.7958224257542215,0.9,0.03,12.4,12,12,4,4,329.8,221348.0,221348.0,2449744.0,2892439.0
SKU-02844,2,1165803.73,0.4125878347816666,0.9,0.03,11.7,5,5,2,3,139.7,522694.0,522694.0,13660437.0,14705824.0
SKU-03675,2,21721.38,4.0578354916961,0.9,0.03,12.4,34,34,18,18,995.4,73336.0,73336.0,268906.0,415578.0
SKU-03988,2,89791.19,4.592023601975425,0.9,0.03,11.9,17,21,20,21,498.8,146349.0,146349.0,1070903.0,1363602.0
SKU-04226,2,580000.0,0.42581531362632,0.9,0.03,11.7,7,7,2,3,198.0,368597.0,368597.0,6793176.0,7530369.0
SKU-04321,2,1152560.07,0.6003395039325565,0.9,0.03,11.8,5,5,3,3,139.9,521918.0,521918.0,13619927.0,14663763.0
SKU-04892,2,191366.78,5.596826912870626,0.9,0.03,11.3,11,26,25,25,350.6,208239.0,208239.0,2168183.0,2584662.0
SKU-05040,2,479018.89,0.787752092782872,0.9,0.03,11.3,7,7,4,4,222.2,328491.0,328491.0,5395312.0,6052294.0
SKU-06318,2,210917.0,1.4315682851691152,0.9,0.03,11.1,11,11,7,7,337.0,216611.0,216611.0,2346012.0,2779234.0
SKU-06756,2,1525079.33,0.15249857033260467,0.9,0.03,12.2,5,5,1,1,119.4,611205.0,611205.0,18678596.0,19901007.0
SKU-07417,2,142625.0,0.9451631252505216,0.9,0.03,11.1,13,13,5,5,409.3,178335.0,178335.0,1590162.0,1946832.0
SKU-07636,2,90819.69,0.7130048722166069,0.9,0.03,12.3,17,17,4,4,488.2,149518.0,149518.0,1117778.0,1416814.0
